-1.799312491965372462e-01,-1.298719479912655191e-02,-2.722292883170308597e-01,-6.665151875878640164e-02,-8.593878584996372805e-02,4.658542494919134212e-03,1.357645852755017257e-01,-7.639848489172379464e-02,-4.252794529915326360e-01,1.381297121487707613e-01
5.054292955151473005e-02,-2.432042670000755247e-01,-1.384404800827762627e-01,-1.320354909545052580e-01,-1.989364509449094987e-01,-1.555111329187346680e-01,9.738438245635767931e-02,-2.897879159609471067e-01,-1.614426806272015180e-01,1.008368868515134159e-01
-8.547329122817270974e-02,-8.540081482162072135e-02,-1.605981075164237271e-01,-1.890817614371883837e-01,-1.269872859492363060e-01,-1.591769673517695605e-01,5.891605766747367440e-02,-3.462879536087582477e-01,-7.657529163695936392e-02,6.017750381982735902e-02
4.021348803796060550e-02,-2.157033583908019581e-01,-2.776628468632200142e-01,-3.239072737464366858e-01,-2.290964890281872168e-01,2.467373893222322978e-02,1.551540436794933975e-01,-1.878623428322050148e-01,-2.655325001979814692e-01,1.517756108765161149e-01
-2.810496695789526655e-01,-1.490528067996751693e-01,-1.950556918821010066e-01,-1.678269102791111467e-01,-2.611143458504301407e-01,-3.313491235348448027e-01,1.409270278077580374e-01,-1.872610088352119895e-01,-2.654854311559052826e-01,1.434999811277127835e-01
1.971309004314176216e-01,5.017543317321310030e-03,-3.742029100173608486e-02,-2.649256821193845535e-01,1.616832601322619467e-02,-3.459642764179256258e-02,1.578137375066548942e-01,-1.028810421929602370e-01,-6.257803752818594245e-02,1.577371073357703157e-01
1.891949642074453042e-01,-6.129986887001976498e-02,1.077109932260650466e-01,-4.145046121339438505e-01,-3.092435333310003531e-01,-2.101641090963838332e-01,1.103332112596355080e-01,-1.301876026046330515e-01,-3.129005646659754891e-01,1.132019435373644300e-01
1.364374469564810788e-01,-1.384368419756172586e-01,-2.619953735864564703e-01,-2.506683951769828611e-01,-2.710590829819494174e-01,-3.949413262299433236e-01,8.860117518167141826e-02,-1.430203625745925244e-01,-3.011531712406593231e-01,7.984005822405715325e-02
1.721998269565352402e-01,7.272067327903930685e-03,-1.267427135775370528e-01,-1.377889566384095377e-01,-2.861403770281307213e-01,-2.700833475839604092e-01,8.734270467295911222e-02,-1.049970415099799048e-02,-3.644617711695731788e-01,8.014990920683977282e-02
3.016757353052340260e-02,-1.079490675338270755e-01,-4.181216618634539528e-01,-3.586565654288745297e-01,-1.804447817369634888e-01,-3.059918626048928614e-01,1.164115397946860336e-01,-1.422884383283719856e-01,-2.296321988065783415e-01,1.139122806374542191e-01
2.986657343114033636e-01,-3.594969764510014959e-02,-2.624324192232253550e-01,-4.763641167565289547e-01,-3.003958744932814801e-03,-4.017277845915009915e-02,1.481202115420575394e-01,-1.855932672895515279e-01,-2.333252598079050555e-01,1.430054660308540670e-01
-6.100641537528500580e-01,-1.809759687003923145e-01,-2.090981277044798581e-01,-3.958093953701760093e-01,-1.443049060054459598e-01,-1.022397801415640961e-01,1.036646260168208461e-01,-2.270011682991517898e-01,-1.551186722584902700e-01,1.011793806887625602e-01
-8.149128774537582887e-01,3.714812185628025287e-01,4.932651541918713911e-01,-2.113010459577281397e-01,2.486409999139696514e-01,6.050427451134892110e-01,2.129949429373534375e-01,7.204758393159299557e-01,2.086642615118030342e-01,1.953485043630930063e-01
-5.591661535095542729e-02,-3.732921930148158651e-02,1.376582411598396005e-01,-4.534731434103533854e-01,-4.208960191730819478e-01,-9.712096657307454917e-02,8.019265134516212479e-02,-1.431876046434786554e-01,-1.730109497814213415e-01,9.719685848599543543e-02
-2.182247626115435823e-01,-2.263178857839099334e-01,-4.910978554079471481e-01,-2.234924568952546819e-01,-2.871037374758638738e-01,-2.445788801970273652e-01,1.184693372597617478e-01,-3.543681535401489984e-03,-1.953844530444950878e-01,1.141405282605184729e-01
5.948866810535877736e-01,-1.113059482949950857e-01,-2.786453854923047202e-01,-1.837450733407517689e-01,-2.451106338133522966e-01,-2.494021628632893672e-01,1.711588568985313585e-01,-2.772848604920165050e-01,-3.950878623451443139e-01,1.622650175275241746e-01
9.917669612529372847e-02,-7.794534174482063704e-02,-1.882647619323173371e-01,-1.821224899850340806e-01,-8.492293994747608654e-02,-2.295390912199273548e-01,2.156372734872286367e-01,-1.680813101288650968e-01,-3.040265362429714346e-01,2.133916357395846675e-01
