-6.851390191132358254e+00,-6.438205072021778719e+00,-6.116521814871763496e+00,-7.701682902558147248e+00,-1.132777540152034718e-01
-6.888747779163527873e+00,-6.458257342651799959e+00,-6.123041705059131701e+00,-7.710609819695619649e+00,-1.275892910063441410e-01
-6.863562082603934300e+00,-6.420517846419465435e+00,-6.105576438119466154e+00,-7.687603597838568170e+00,-1.185733106987497398e-01
-6.895686477674854764e+00,-6.481059978680020706e+00,-6.117228326715656195e+00,-7.708679570629431765e+00,-1.338928089304688429e-01
-6.888049889723637520e+00,-6.475084251371784561e+00,-6.123214738150727143e+00,-7.702586467388948144e+00,-1.302030986467688223e-01
-6.881839079062782361e+00,-6.427285046568479210e+00,-6.091332240591020408e+00,-7.698708276462949307e+00,-1.111144089429968590e-01
-6.858737929352634488e+00,-6.460145850056831840e+00,-6.118174894904785610e+00,-7.706338480573840855e+00,-1.132669060198086969e-01
-6.855491620960019183e+00,-6.423120652247009232e+00,-6.110550907761113315e+00,-7.675301737016527071e+00,-1.211037879619668300e-01
-6.863803812834076368e+00,-6.436054221120537377e+00,-6.087434937498595211e+00,-7.657432153961584831e+00,-1.181149593684910071e-01
-6.861459677586347894e+00,-6.448164517893955505e+00,-6.115345949456103547e+00,-7.680509521796432537e+00,-1.230396620839096095e-01
-6.880147612988047001e+00,-6.428683618612344830e+00,-6.106959066924263269e+00,-7.681112007828547306e+00,-1.247481538673057000e-01
-6.844292832614569555e+00,-6.435568853103913689e+00,-6.087575402910365696e+00,-7.663936841640455633e+00,-1.070099809927214651e-01
-6.847646294700115099e+00,-6.426821401849799997e+00,-6.106009335566358942e+00,-7.662551373665483112e+00,-1.040293091225136524e-01
-6.865244725468154563e+00,-6.446919238920207462e+00,-6.133404888444499825e+00,-7.680743983344162196e+00,-1.179499035188204120e-01
-6.838637526390174415e+00,-6.425294668808879450e+00,-6.077392002517369107e+00,-7.660507267721731850e+00,-1.156540842712884681e-01
-6.859269769072271927e+00,-6.418779826885033124e+00,-6.096463429310077231e+00,-7.680883701889523962e+00,-1.148317966045580840e-01
-6.850527784611180948e+00,-6.441930371483312712e+00,-6.111731502994959264e+00,-7.688289935260434582e+00,-1.092606465766661067e-01
-6.882258625340337943e+00,-6.442198493481683386e+00,-6.119669232832126049e+00,-7.690373268212698399e+00,-1.381358347231698425e-01
-6.850600317806920359e+00,-6.432800509008171019e+00,-6.098626484519984459e+00,-7.683050610548876058e+00,-1.173614396952474687e-01
-6.849191151140792577e+00,-6.443687541217270720e+00,-6.092291243014754443e+00,-7.691923986443537586e+00,-1.134440902634102077e-01
-6.845465371988322723e+00,-6.429350321102473842e+00,-6.097828665380669477e+00,-7.676894901692588924e+00,-1.094577904774746147e-01
-6.880826811974656287e+00,-6.464210451690445502e+00,-6.126292747895571544e+00,-7.704150453604929893e+00,-1.436728195371962391e-01
-6.864512519045739225e+00,-6.439421156291143866e+00,-6.106673911038830838e+00,-7.703784818779525700e+00,-1.204988688380566192e-01
-6.855663428802436066e+00,-6.473918572735017918e+00,-6.125357261166112899e+00,-7.690027194640111752e+00,-1.340299413312022458e-01
-6.851947668464698715e+00,-6.439198757131970652e+00,-6.097276826629020263e+00,-7.698448516970245237e+00,-9.396485961123465791e-02
-6.861621510960842052e+00,-6.448468677291407936e+00,-6.119807007227485052e+00,-7.687963790740876213e+00,-1.324336351211616025e-01
-6.857958233066861808e+00,-6.426045665884131175e+00,-6.098315518194412199e+00,-7.682789567167813694e+00,-1.177162753397971856e-01
-6.868340743602270315e+00,-6.424423717447051096e+00,-6.106143779780136782e+00,-7.679307573569267298e+00,-1.199243214875277685e-01
-6.879801174355194782e+00,-6.450004771778253598e+00,-6.131628788845244316e+00,-7.688878545767513728e+00,-1.247790163019701776e-01
-6.859030355887624886e+00,-6.448139608929707833e+00,-6.107977732258608405e+00,-7.702370243404557115e+00,-1.296167894109503116e-01
-6.837341131679534278e+00,-6.432853085284333972e+00,-6.100685003281729912e+00,-7.679156382989869911e+00,-1.168123563325693948e-01
-6.876070410242316022e+00,-6.440531002974779540e+00,-6.124563222469397772e+00,-7.706514222678464421e+00,-1.320563807224879038e-01
-6.844385919583411138e+00,-6.418089505493957958e+00,-6.109532020982697986e+00,-7.658150471004733006e+00,-1.162858194297744646e-01
-6.855225583547636781e+00,-6.444679122367972468e+00,-6.108483371991707322e+00,-7.687482003574542588e+00,-1.356277898881768085e-01
-6.826116110112625535e+00,-6.422144008323802389e+00,-6.079094347879524740e+00,-7.656836082321344605e+00,-9.927698077681407218e-02
-6.864905225293209234e+00,-6.443930463021864341e+00,-6.124000653495640378e+00,-7.700898284140729189e+00,-1.284835161710763674e-01
-6.851992995716739365e+00,-6.433960362638292629e+00,-6.126883602769687798e+00,-7.682676216436370886e+00,-1.274511394940675835e-01
-6.886032090607835165e+00,-6.454426050946611149e+00,-6.122648299570039754e+00,-7.702529091790213833e+00,-1.269176137131342030e-01
-6.864340177843286206e+00,-6.447233261943834393e+00,-6.120491036174809274e+00,-7.705262923921472051e+00,-1.381885118989376882e-01
-6.865450618184875786e+00,-6.444623112812467802e+00,-6.105885886405340912e+00,-7.683113769648761249e+00,-1.152883300044260095e-01
-6.859986347756915848e+00,-6.433622685219135384e+00,-6.114637890152158306e+00,-7.686918899792232196e+00,-1.307620361809481158e-01
-6.863026613076630866e+00,-6.442682223253667573e+00,-6.101546011447720907e+00,-7.692797054649378019e+00,-1.277644900375128900e-01
-6.860397937299442361e+00,-6.429351090359255672e+00,-6.094417329328445376e+00,-7.671983554281751161e+00,-1.285783498113566015e-01
-6.857954117040550912e+00,-6.450639943023122491e+00,-6.098617029681564716e+00,-7.680313905043237632e+00,-1.104213068574861761e-01
-6.862876585086245207e+00,-6.429803211285798348e+00,-6.118969674699909156e+00,-7.695770862987358463e+00,-1.063715207200405383e-01
-6.880912101357129274e+00,-6.462989527626438857e+00,-6.100141412025461563e+00,-7.717898377889005346e+00,-1.396493941281707618e-01
-6.872005220872442699e+00,-6.422960148079763343e+00,-6.107178007541337550e+00,-7.690100819332636561e+00,-1.216506576072966250e-01
-6.891412930258371539e+00,-6.456599862637733445e+00,-6.118610473957719620e+00,-7.707653049966155301e+00,-1.303150509762641962e-01
-6.872898296606504864e+00,-6.455759616029859593e+00,-6.119216741260874670e+00,-7.691905164058677080e+00,-1.307302803631567034e-01
-6.886170156385523988e+00,-6.427182669495871359e+00,-6.105470055870977575e+00,-7.679446450449038508e+00,-1.108566403903333275e-01
