1.330968013817724893e-01,1.590058558934374644e-01,3.912473649460816022e-02,9.156761082891232140e-02
7.791081910222727447e-02,-1.178644913582252152e-01,3.802058201294283846e-03,2.956730161703220450e-01
-1.119292538675157600e-01,7.963377169646225495e-02,-7.648416479680865410e-02,-2.513190795048803050e-02
-1.536006359474098859e-01,2.632922912489957801e-01,1.281471740589738284e-01,2.239379291553331985e-01
-1.826436853875791633e-02,-2.701602979822596839e-02,7.803050845137350644e-02,1.732883966965676620e-02
7.293172385948781811e-02,1.186188027476936385e-01,4.427222408913508711e-02,-2.536933700286541152e-02
-2.017104547456234354e-01,-4.122864122595563258e-02,-1.210856779464302146e-01,-2.338277370656991969e-02
1.660231615919980086e-01,-7.042140745756270137e-02,-1.721048775690533494e-01,-2.812293782737257039e-02
-1.061460496226847294e-01,-4.782503373457704446e-03,3.090162466451971679e-01,-5.524756282495164178e-02
1.286057990834891807e-01,-7.134566013572457566e-02,4.928389119113409100e-02,-8.193024299745829686e-02
-1.502245506865640921e-02,-1.680752594427351587e-01,3.227485684449882264e-02,-5.425093911558730858e-02
-1.144426806387821155e-01,-1.245762020525932323e-01,-2.694628167782314732e-01,-1.395756331165711739e-01
1.339637859677220155e-01,-6.350599483349195218e-02,-3.249651793010984585e-02,2.328915514267380360e-01
4.290766357232799616e-02,-3.597820344542936727e-02,-9.344019119262805817e-02,-1.099803090796114963e-01
-2.006371838622288822e-02,1.665683877435947258e-01,-5.567253979343549097e-02,1.772130637764010586e-01
1.596478099958368313e-01,-4.154000816704248727e-02,-3.049005369766660811e-02,5.461462611515122134e-02
3.288085896443514958e-03,9.417770454887176845e-02,-1.462120664438068818e-01,-7.872360983864742923e-02
1.120064674146986350e-01,3.644414709829035814e-01,6.588755426086741196e-02,1.157730907014053456e-01
-8.802983540014386321e-02,-7.246981812800691591e-02,-4.310635746771525334e-02,2.366430564979189188e-01
-3.847976518008790203e-02,3.216887486791649570e-02,-9.609660842713238504e-02,1.134739872662728771e-02
4.120439054992880434e-02,1.328113882058434558e-01,-1.498958051442138839e-01,-2.775822389880492139e-02
2.577689898916910582e-01,-1.111780413520929989e-01,1.365299402989963717e-01,-1.083079294635924672e-01
5.887401794371433655e-02,1.521189559871813646e-01,2.984849756079646088e-01,-5.317761933628126214e-02
-1.091438508949644712e-02,-5.882672393113799053e-02,-6.736823053064643074e-02,-5.757162146265305813e-02
9.910679625008603222e-02,2.085348454621187286e-01,-2.399015408068607552e-02,-1.037532362915380563e-01
1.909656359204522369e-01,-9.594545527393685477e-03,1.947339972606231262e-01,-9.911192026584629555e-02
-1.275946377026884737e-01,-6.021420036851422158e-02,2.413110837618832050e-01,-2.207924202322986140e-02
-8.499640007549774320e-03,-1.970538821224490922e-01,-6.171442523225646910e-03,-7.110258867429242180e-02
-6.220811973904753767e-02,-1.433823854679776855e-01,1.480278990365858915e-01,-1.761748102771239777e-01
1.679391818854607810e-01,-3.558080789058530591e-02,2.113240209059171482e-01,2.210262751616246836e-03
5.017131387742028437e-02,1.136661386262859536e-01,-7.603866850950749892e-03,-9.490502115545937367e-02
-6.921778609744534683e-02,3.180199519105367245e-02,1.595030467103729643e-01,1.133746860238229875e-01
7.807325540027405808e-02,1.009551679460428536e-01,9.161555548284758266e-02,6.504189028536129513e-02
-1.789864902100403998e-01,1.335992717575056887e-01,2.903051483570170607e-02,4.205298770555057630e-02
-9.110178690251784228e-02,-3.069416631206409868e-02,-1.724131607522870202e-01,-1.274695022468242678e-01
5.375888798047438744e-02,-4.617554585070129253e-02,5.177596857906021505e-02,1.798930876810358459e-01
4.225308529860384577e-02,9.122434314029796709e-02,-1.574882552486492060e-01,2.047669983136522764e-02
3.018429055647551817e-01,-3.865978947271363729e-03,-1.151643866381901332e-01,7.349325235105083620e-02
-2.219619258509539922e-02,1.475126621011207673e-01,6.456851418037061474e-02,-8.962943175105259064e-02
1.349492235539968832e-01,-8.536642156531594472e-02,-1.218696561426361319e-01,-5.588328075538746831e-02
2.476268763519034188e-01,1.486292781058652299e-02,1.532053587675281381e-01,1.088384374790741516e-01
1.969125428262420152e-01,-6.625603170430808229e-03,4.780786167731845143e-02,6.689321598857135565e-02
-1.608398781813860368e-01,-9.679777332903086173e-02,-3.457892909780406476e-02,-5.151873534601702359e-02
-2.345121893913802436e-01,-4.142154827135265116e-02,1.045646823685195959e-01,1.114951982975229544e-01
-1.195809065766900298e-01,-2.226491951557884319e-01,-1.193718578777208383e-01,-9.492953753978478071e-02
-9.408479761488544590e-02,-1.535193449340769845e-01,4.998573190270500649e-02,1.683620307160741403e-01
-3.638347625485875009e-02,1.422776351073666012e-01,-1.464337962431988549e-01,1.885653639246034907e-01
-1.492710932485505904e-01,-2.602581198856012135e-01,-1.204542297979577514e-01,-1.083711553654824050e-01
-6.588391069921149812e-02,2.337086279909600106e-01,-3.325952741640726771e-03,-1.030193792255963969e-01
-1.754213042765067065e-01,-2.827489285046149922e-02,1.087045651758566933e-02,-1.412204392872727365e-01
